005              "005"
donghaer          "Donggul Donggul Haerong"
donpachi          "DonPachi"
donpachihk        "DonPachi"
donpachij         "DonPachi"
donpachijs        "DonPachi"
donpachikr        "DonPachi"
donpepito         "Hola Don Pepito"
dorachan          "Dora-chan"
doraemon          "Doraemon no Eawase Montage"
dorodon           "Dorodon"
dorodon2          "Dorodon"
dorunrun          "Do! Run Run"
dorunrun2         "Do! Run Run"
dorunrunc         "Do! Run Run"
dorunrunca        "Do! Run Run"
dotrikun          "Dottori Kun"
dotrikun2         "Dottori Kun"
dotriman          "Dottori-Man Jr."
dotron            "Discs of Tron"
dotrona           "Discs of Tron"
dotrone           "Discs of Tron"
doubledr          "Double Dragon"
douni             "Mr. Do vs. Unicorns"
dowild            "Mr. Do's Wild Ride"
downhill          "Downhill Bikers"
downhillu         "Downhill Bikers"
downtown          "DownTown / Mokugeki"
downtown2         "DownTown / Mokugeki"
downtownj         "DownTown / Mokugeki"
downtownp         "DownTown / Mokugeki"
dpatrol           "Desert Patrol [TTL]"
dpatrola          "Desert Patrol [TTL]"
dphl              "Draw Poker HI-LO"
dphla             "Draw Poker HI-LO"
dphljp            "Draw Poker HI-LO"
dphlunka          "Draw Poker HI-LO"
dphlunkb          "Draw Poker HI-LO"
dplay             "Double Play"
dpoker            "Draw Poker"
dquizgo           "Date Quiz Go Go"
dquizgo2          "Date Quiz Go Go Episode 2"
drac_l1           "Bram Stoker's Dracula"
drac_p11          "Bram Stoker's Dracula"
draco             "Draco"
dracula           "Dracula"
dragchrn          "Dragon Chronicles"
dragfist          "Dragonfist"
dragnblz          "Dragon Blaze"
dragnfly          "Dragonfly"
dragngun          "Dragon Gun"
dragngunj         "Dragon Gun"
dragntr           "Dragon Treasure"
dragntr2          "Dragon Treasure 2"
dragntr3          "Dragon Treasure 3"
dragntra          "Dragon Treasure"
dragon            "Dragon"
dragonsh          "Dragon's Heaven"
dragoona          "Dragoon Might"
dragoonj          "Dragoon Might"
dragrace          "Drag Race"
dragsphr          "Dragon Sphere"
drakor            "Drakor"
drakton           "Drakton"
draw88pkr         "Draw 88 Poker"
drbyocwa          "Derby Owners Club World Edition"
drbyocwb          "Derby Owners Club World Edition"
drbyocwc          "Derby Owners Club World Edition"
drdmania          "Dardomania"
dreambal          "Dream Ball"
dreamwld          "Dream World"
dreamwv           "Dream Weaver"
dremshpr          "Dream Shopper"
drgdance          "Dragon Dance"
drgnbowl          "Dragon Bowl"
drgnbowla         "Dragon Bowl"
drgnbstr          "Dragon Buster"
drgneye           "Dragon's Eye"
drgninja          "Dragonninja"
drgninjab         "Dragonninja"
drgninjab2        "Dragonninja"
drgnlord          "Dragon Lord"
drgnmgic          "Dragon Magic"
drgnmst           "Dragon Master"
drgnmst2          "Dragon Master"
drgnunit          "Dragon Unit / Castle of Dragon"
drgnwrld          "Dragon World"
drgnwrldv10c      "Zhongguo Long"
drgnwrldv11h      "Dongfang Zhi Zhu"
drgnwrldv20j      "Zhongguo Long"
drgnwrldv21       "Dragon World"
drgnwrldv21j      "Zhongguo Long"
drgnwrldv30       "Dragon World"
drgnwrldv40k      "Dragon World"
drgpunch          "Dragon Punch"
drgw2             "Dragon World II"
drgw2100c         "Zhongguo Long II"
drgw2100hk        "Dungfong Zi Zyu II"
drgw2100j         "Chuugokuryuu II"
drgw2100x         "Dragon World II"
drgw2101c         "Zhongguo Long II"
drgw3             "Dragon World 3 / Zhongguo Long 3 / Dungfong Zi Zyu 3 / Chuugokuryuu 3 Special"
drgw3100          "Chuugokuryuu 3 Special"
drgw3103          "Chuugokuryuu 3 Special"
drgw3105          "Dragon World 3 / Zhongguo Long 3 / Dungfong Zi Zyu 3 / Chuugokuryuu 3 Special"
drhl              "Drews Revenge"
drhla             "Drews Revenge"
dribling          "Dribbling"
driblinga         "Dribbling"
driblingbr        "Dribbling"
driblingo         "Dribbling"
drifto94          "Drift Out '94 - The Hard Order"
driftout          "Drift Out"
driftoutct        "Drift Out"
driftoutj         "Drift Out"
drivedge          "Driver's Edge"
driveout          "Drive Out"
driveyes          "Driver's Eyes"
drivfrcb          "Driving Force"
drivfrcg          "Driving Force"
drivfrcp          "Driving Force"
drivfrcsg         "Driving Force"
drivfrcsga        "Driving Force"
drivfrct          "Top Racer"
drktnjr           "Drakton"
drmario           "Vs. Dr. Mario"
drmcatch          "Dream Catcher"
drmicro           "Dr. Micro"
drmmake           "Dream Maker"
drmn              "DrumMania"
drmn10m           "DrumMania 10th Mix"
drmn2m            "DrumMania 2nd Mix"
drmn2mpu          "DrumMania 2nd Mix Session Power Up Kit"
drmn3m            "DrumMania 3rd Mix"
drmn4m            "DrumMania 4th Mix"
drmn5m            "DrumMania 5th Mix"
drmn6m            "DrumMania 6th Mix"
drmn7m            "DrumMania 7th Mix power-up ver."
drmn7ma           "DrumMania 7th Mix"
drmn8m            "DrumMania 8th Mix"
drmn9m            "DrumMania 9th Mix"
drmna             "DrumMania"
drmnu             "DrumMania"
drmred            "Dream of the Red Chamber"
drtomy            "Dr. Tomy"
drtoppel          "Dr. Toppel's Adventure"
drtoppelj         "Dr. Toppel's Tankentai"
drtoppelu         "Dr. Toppel's Adventure"
drw80pk2          "Draw 80 Poker - Minn"
drw80pkr          "Draw 80 Poker"
dsaber            "Dragon Saber"
dsabera           "Dragon Saber"
dsaberj           "Dragon Saber"
dsem              "Dancing Stage Euro Mix"
dsem2             "Dancing Stage Euro Mix 2"
dsfdct            "Dancing Stage featuring Dreams Come True"
dsfdcta           "Dancing Stage featuring Dreams Come True"
dsfdr             "Dancing Stage Featuring Disney's Rave"
dsftkd            "Dancing Stage featuring TRUE KiSS DESTiNATiON"
dslayrr           "Dragon Slayer"
dslayrra          "Dragon Slayer"
dsmbl             "Deathsmiles MegaBlack Label"
dsoccr94          "Dream Soccer '94"
dsoccr94j         "Dream Soccer '94"
dsoccr94k         "Dream Soccer '94"
dspirit           "Dragon Spirit)"
dspirit1          "Dragon Spirit)"
dspirit2          "Dragon Spirit"
dstage            "Dancing Stage - Internet Ranking Ver"
dstagea           "Dancing Stage"
dstbloom          "Desert Bloom"
dstblooma         "Desert Bloom"
dstlk             "Darkstalkers: The Night Warriors"
dstlka            "Darkstalkers: The Night Warriors"
dstlkh            "Darkstalkers: The Night Warriors"
dstlku            "Darkstalkers: The Night Warriors"
dstlku1d          "Darkstalkers: The Night Warriors"
dstlkur1          "Darkstalkers: The Night Warriors"
dtfamily          "Diet Family"
dtoyoken          "Mahjong Dai Touyouken [BET]"
dtrvwz5           "Deluxe Trivia ? Whiz"
dualaslt          "Dual Assault"
dualgame          "Dual Games"
duckhunt          "Vs. Duck Hunt"
dumpmtmt          "Dump Matsumoto"
dumpump           "Dump The Ump"
dungdrag          "Dungeons & Dragons"
dungeonm          "Dungeon Magic"
dungeonmu         "Dungeon Magic"
dunhuang          "Mahjong Dunhuang"
dunkmnia          "Dunk Mania"
dunkmniajc        "Dunk Mania"
dunkshot          "Dunk Shot"
dunkshota         "Dunk Shot"
dunkshoto         "Dunk Shot"
dvisland          "Devil Island"
dvislando         "Devil Island"
dvlrider          "Devil Riders"
dvlriderf         "Devil Riders"
dvlriderg         "Devil Riders"
dvlrideri         "Devil Riders"
dvlsdre           "Devil's Dare"
dvlsdre2          "Devil's Dare"
dw2001            "Chuugokuryuu 2001 [Dragon World 2001]"
dw_l1             "Doctor Who"
dw_l2             "Doctor Who"
dw_p5             "Doctor Who"
dwarfd            "Draw Poker III / Dwarfs Den"
dwarfda           "Draw Poker III / Dwarfs Den"
dwex              "Dragon World 3 EX / Zhongguo Long 3 EX / Dungfong Zi Zyu 3 EX / Chuugokuryuu 3 EX"
dwex101cn         "Dragon World 3 EX / Zhongguo Long 3 EX / Dungfong Zi Zyu 3 EX / Chuugokuryuu 3 EX"
dwpc              "Zhongguo Long Pretty Chance [Dragon World Pretty Chance]"
dwpc101j          "Chuugokuryuu Pretty Chance [Dragon World Pretty Chance]"
dybb99            "Dynamite Baseball '99"
dybbnao           "Dynamite Baseball NAOMI"
dyger             "Dyger"
dygera            "Dyger"
dygolf            "Virtua Golf / Dynamic Golf"
dynabb            "Dynamite Baseball"
dynabb97          "Dynamite Baseball 97"
dynablst          "Dynablaster / Bomber Man"
dynablstb         "Dynablaster / Bomber Man"
dynablstb2        "Dynablaster / Bomber Man"
dynablstb3        "Dynablaster / Bomber Man"
dynabomb          "Dynamite Bomber"
dynadice          "Dynamic Dice"
dynagear          "Dyna Gear"
dynajack          "Dynamite Jack"
dynajacku         "Dynamite Jack"
dynamcop          "Dynamite Cop"
dynamcopb         "Dynamite Cop"
dynamcopc         "Dynamite Cop"
dynamoah          "Air Hockey"
dynamoaha         "Air Hockey"
dynamski          "Dynamic Ski"
dynashot          "Dynamic Shoot Kyousou"
dyndeka2          "Dynamite Deka 2"
dyndeka2b         "Dynamite Deka 2"
dynduke           "Dynamite Duke"
dyndukea          "Dynamite Duke"
dyndukej          "Dynamite Duke"
dyndukeja         "Dynamite Duke"
dyndukeu          "Dynamite Duke"
dynobop           "Dyno Bop"
dynwar            "Dynasty Wars"
dynwara           "Dynasty Wars"
dynwarj           "Tenchi wo Kurau"
dynwarjr          "Tenchi wo Kurau"
dzigzag           "Zig Zag"
eagle             "Eagle"
eagle2            "Eagle"
eagle3            "Eagle"
eaglrock          "Eagle Rock - Cash Express"
eaglshot          "Eagle Shot Golf"
eaglshotj         "Eagle Shot Golf"
earthjkr          "U.N. Defense Force: Earth Joker"
earthjkra         "U.N. Defense Force: Earth Joker"
earthjkrb         "U.N. Defense Force: Earth Joker"
earthjkrp         "U.N. Defense Force: Earth Joker"
eastland          "Easter Island - Cash Express"
eatpm_4g          "Elvira and the Party Monsters"
eatpm_4u          "Elvira and the Party Monsters"
eatpm_f1          "Elvira and the Party Monsters French"
eatpm_l1          "Elvira and the Party Monsters"
eatpm_l2          "Elvira and the Party Monsters"
eatpm_l4          "Elvira and the Party Monsters"
eatpm_p7          "Elvira and the Party Monsters"
eballchp          "Eight Ball Champ"
eballchps         "Eight Ball Champ"
eballd14          "Eight Ball Deluxe"
eballdlx          "Eight Ball Deluxe"
eballdlxp1        "Eight Ball Deluxe"
eballdlxp2        "Eight Ball Deluxe"
eballdlxp3        "Eight Ball Deluxe"
eballdlxp4        "Eight Ball Deluxe"
ebases            "Extra Bases"
ec_bar5           "Bar 5"
ec_bar7           "Bar 7"
ec_barx           "Bar X"
ec_barx__0        "Bar X"
ec_barx__1        "Bar X"
ec_barx__2        "Bar X"
ec_barx__3        "Bar X"
ec_barx__4        "Bar X"
ec_barx__5        "Bar X"
ec_barx__6        "Bar X"
ec_barx__7        "Bar X"
ec_barx__8        "Bar X"
ec_barx__9        "Bar X"
ec_barx__a        "Bar X"
ec_barx__a0       "Bar X"
ec_barx__a1       "Bar X"
ec_barx__a2       "Bar X"
ec_barx__a3       "Bar X"
ec_barx__a4       "Bar X"
ec_barx__a5       "Bar X"
ec_barx__a6       "Bar X"
ec_barx__a7       "Bar X"
ec_barx__a8       "Bar X"
ec_barx__a9       "Bar X"
ec_barx__aa       "Bar X"
ec_barx__ab       "Bar X"
ec_barx__ac       "Bar X"
ec_barx__ad       "Bar X"
ec_barx__ae       "Bar X"
ec_barx__af       "Bar X"
ec_barx__ag       "Bar X"
ec_barx__ah       "Bar X"
ec_barx__ai       "Bar X"
ec_barx__aj       "Bar X"
ec_barx__ak       "Bar X"
ec_barx__al       "Bar X"
ec_barx__am       "Bar X"
ec_barx__an       "Bar X"
ec_barx__ao       "Bar X"
ec_barx__ap       "Bar X"
ec_barx__aq       "Bar X"
ec_barx__ar       "Bar X"
ec_barx__as       "Bar X"
ec_barx__at       "Bar X"
ec_barx__au       "Bar X"
ec_barx__av       "Bar X"
ec_barx__aw       "Bar X"
ec_barx__ax       "Bar X"
ec_barx__ay       "Bar X"
ec_barx__az       "Bar X"
ec_barx__b        "Bar X"
ec_barx__ba       "Bar X"
ec_barx__bb       "Bar X"
ec_barx__bc       "Bar X"
ec_barx__bd       "Bar X"
ec_barx__be       "Bar X"
ec_barx__bf       "Bar X"
ec_barx__bg       "Bar X"
ec_barx__bh       "Bar X"
ec_barx__bi       "Bar X"
ec_barx__bj       "Bar X"
ec_barx__bk       "Bar X"
ec_barx__bl       "Bar X"
ec_barx__bm       "Bar X"
ec_barx__bn       "Bar X"
ec_barx__bo       "Bar X"
ec_barx__bp       "Bar X"
ec_barx__bq       "Bar X"
ec_barx__br       "Bar X"
ec_barx__bs       "Bar X"
ec_barx__bt       "Bar X"
ec_barx__bu       "Bar X"
ec_barx__c        "Bar X"
ec_barx__d        "Bar X"
ec_barx__e        "Bar X"
ec_barx__f        "Bar X"
ec_barx__g        "Bar X"
ec_barx__h        "Bar X"
ec_barx__i        "Bar X"
ec_barx__j        "Bar X"
ec_barx__k        "Bar X"
ec_barx__l        "Bar X"
ec_barx__m        "Bar X"
ec_barx__n        "Bar X"
ec_barx__o        "Bar X"
ec_barx__p        "Bar X"
ec_barx__q        "Bar X"
ec_barx__r        "Bar X"
ec_barx__s        "Bar X"
ec_barx__t        "Bar X"
ec_barx__u        "Bar X"
ec_barx__v        "Bar X"
ec_barx__w        "Bar X"
ec_barx__x        "Bar X"
ec_barx__y        "Bar X"
ec_barx__z        "Bar X"
ec_barxmab        "Bar X"
ec_barxo          "Bar X"
ec_barxoa         "Bar X"
ec_barxob         "Bar X"
ec_barxoc         "Bar X"
ec_barxod         "Bar X"
ec_barxoe         "Bar X"
ec_big7           "Big 7 / Super Big 7"
ec_big7__0        "Big 7 / Super Big 7"
ec_big7__1        "Big 7 / Super Big 7"
ec_big7__2        "Big 7 / Super Big 7"
ec_big7__3        "Big 7 / Super Big 7"
ec_big7__4        "Big 7 / Super Big 7"
ec_big7__5        "Big 7 / Super Big 7"
ec_big7__6        "Big 7 / Super Big 7"
ec_big7__7        "Big 7 / Super Big 7"
ec_big7__8        "Big 7 / Super Big 7"
ec_big7__9        "Big 7 / Super Big 7"
ec_big7__a        "Big 7 / Super Big 7"
ec_big7__a0       "Big 7 / Super Big 7"
ec_big7__a1       "Big 7 / Super Big 7"
ec_big7__a2       "Big 7 / Super Big 7"
ec_big7__aa       "Big 7 / Super Big 7"
ec_big7__ab       "Big 7 / Super Big 7"
ec_big7__ac       "Big 7 / Super Big 7"
ec_big7__ad       "Big 7 / Super Big 7"
ec_big7__ae       "Big 7 / Super Big 7"
ec_big7__af       "Big 7 / Super Big 7"
ec_big7__ag       "Big 7 / Super Big 7"
ec_big7__ah       "Big 7 / Super Big 7"
ec_big7__ai       "Big 7 / Super Big 7"
ec_big7__aj       "Big 7 / Super Big 7"
ec_big7__ak       "Big 7 / Super Big 7"
ec_big7__al       "Big 7 / Super Big 7"
ec_big7__am       "Big 7 / Super Big 7"
ec_big7__an       "Big 7 / Super Big 7"
ec_big7__ao       "Big 7 / Super Big 7"
ec_big7__ap       "Big 7 / Super Big 7"
ec_big7__aq       "Big 7 / Super Big 7"
ec_big7__ar       "Big 7 / Super Big 7"
ec_big7__as       "Big 7 / Super Big 7"
ec_big7__at       "Big 7 / Super Big 7"
ec_big7__au       "Big 7 / Super Big 7"
ec_big7__av       "Big 7 / Super Big 7"
ec_big7__aw       "Big 7 / Super Big 7"
ec_big7__ax       "Big 7 / Super Big 7"
ec_big7__ay       "Big 7 / Super Big 7"
ec_big7__az       "Big 7 / Super Big 7"
ec_big7__b        "Big 7 / Super Big 7"
ec_big7__c        "Big 7 / Super Big 7"
ec_big7__d        "Big 7 / Super Big 7"
ec_big7__e        "Big 7 / Super Big 7"
ec_big7__f        "Big 7 / Super Big 7"
ec_big7__g        "Big 7 / Super Big 7"
ec_big7__h        "Big 7 / Super Big 7"
ec_big7__i        "Big 7 / Super Big 7"
ec_big7__j        "Big 7 / Super Big 7"
ec_big7__k        "Big 7 / Super Big 7"
ec_big7__l        "Big 7 / Super Big 7"
ec_big7__m        "Big 7 / Super Big 7"
ec_big7__n        "Big 7 / Super Big 7"
ec_big7__o        "Big 7 / Super Big 7"
ec_big7__p        "Big 7 / Super Big 7"
ec_big7__q        "Big 7 / Super Big 7"
ec_big7__r        "Big 7 / Super Big 7"
ec_big7__s        "Big 7 / Super Big 7"
ec_big7__t        "Big 7 / Super Big 7"
